oo1010_3_A,mld
oo1010_1_B,L2b
oo1010_3_B,L2b
yy4344_6_B,L3
yy4344_1_B,CM
yy4344_5_A,None
yy4344_2_B,None
blublu0809_4_A,mld
blublu0809_1_A,mld
blublu0809_4_B,L3
blublu0809_3_A,mld
blublu0809_1_B,CM
blublu0809_2_A,mld
blublu0809_5_A,mld
blublu0809_3_B,L2b
blublu0809_2_B,CM
pupu0607_4_A,L1
pupu0607_4_B,L1
pupu0607_6_A,L3
pupu0607_5_B,L2a
pupu0607_3_A,L1
pupu0607_1_B,CM
pupu0607_2_A,CM
pupu0607_5_A,L3
pupu0607_3_B,L1
pupu0607_2_B,L1
gg0318_4_A,mld
gg0318_1_A,mld
gg0318_3_A,mld
gg0318_2_A,mld
gr0869_10,OV
gr0869_2,OV
gr0869_9,OV
gr0869_7,OV
gr0869_8,OV
gr0869_5,OV
gr0869_11,OV
blabla1515_4_A,mld
blabla1515_4_B,L3
blabla1515_8_B,L3
blabla1515_6_A,mld
blabla1515_7_B,L2a
blabla1515_6_B,L2a
blabla1515_5_B,L3
blabla1515_8_A,mld
blabla1515_3_A,mld
blabla1515_2_A,mld
blabla1515_5_A,mld
blabla1515_3_B,L2a
blabla1515_2_B,L2a
blabla1515_7_A,mld
pupu1203_4_A,mld
pupu1203_1_A,mld
pupu1203_3_A,mld
pupu1203_2_A,mld
pupu1203_5_A,mld
pupu1203_3_B,L3
lghp1616_4_A,mld
lghp1616_4_B,L
lghp1616_8_B,L
lghp1616_6_A,mld
lghp1616_10_B,L
lghp1616_7_B,L
lghp1616_6_B,L
lghp1616_5_B,L
lghp1616_8_A,mld
lghp1616_3_A,None
lghp1616_10_A,mld
lghp1616_9_B,L
lghp1616_9_A,mld
lghp1616_5_A,mld
lghp1616_3_B,None
lghp1616_7_A,mld
blublu4546_2_A,L
blublu4546_2_B,L
oo1415_4_A,mld
oo1415_6_A,mld
oo1415_7_B,None
oo1415_6_B,L3
oo1415_5_B,L2a
oo1415_3_A,mld
oo1415_2_A,mld
oo1415_5_A,mld
oo1415_3_B,L
oo1415_2_B,L
oo1415_7_A,None
oo1712_4_A,mld
oo1712_4_B,L3
oo1712_8_B,L2a
oo1712_7_B,L2a
oo1712_5_B,L3
oo1712_8_A,mld
oo1712_3_A,mld
oo1712_2_A,mld
oo1712_5_A,mld
oo1712_3_B,L2a
oo1712_2_B,CM
oo1712_7_A,mld
pipu1018_4_A,mld
pipu1018_11_B,L2a
pipu1018_1_A,mld
pipu1018_4_B,L3
pipu1018_8_B,None
pipu1018_11_A,mld
pipu1018_6_A,mld
pipu1018_10_B,None
pipu1018_7_B,L2a
pipu1018_6_B,L2a
pipu1018_5_B,None
pipu1018_8_A,mld
pipu1018_3_A,mld
pipu1018_10_A,mld
pipu1018_1_B,L2a
pipu1018_2_A,mld
pipu1018_9_B,None
pipu1018_9_A,mld
pipu1018_5_A,mld
pipu1018_3_B,L3
pipu1018_2_B,L2a
pipu1018_7_A,mld
blahp9904_9,OV
blahp9904_7,OV
blahp9904_8,OV
blahp9904_6,OV
glb5656_2,OV
glb5656_3,OV
glb5656_5,OV
glb5656_4,OV
blabla0313_2,None
blabla0313_3,L2b
pupu0511_4_A,L2a
pupu0511_1_A,L
pupu0511_3_A,L3
pupu0511_1_B,CM
pupu0511_2_A,L2a
pupu0511_5_A,L
pupu0511_3_B,L
gr1070_2,OV
gr1070_3,OV
gr1070_5,OV
gr1070_1,OV
gr1070_4,OV
rr3637_3_A,L2b
rr3637_1_B,L2b
rr3637_2_A,L2b
rr3637_3_B,L2b
rr3637_2_B,L2b
blahp4108_5,OV
blahp4108_4,OV
yg0111_4_A,None
yg0111_4_B,L3
yg0111_8_B,L3
yg0111_6_A,None
yg0111_10_B,L2b
yg0111_7_B,L3
yg0111_6_B,L3
yg0111_5_B,L2b
yg0111_8_A,None
yg0111_3_A,None
yg0111_10_A,None
yg0111_2_A,None
yg0111_9_B,L
yg0111_9_A,None
yg0111_5_A,None
yg0111_3_B,L3
yg0111_2_B,L3
yg0111_7_A,None
blabla0713_4_A,mld
blabla0713_1_A,mld
blabla0713_4_B,L2a
blabla0713_6_A,mld
blabla0713_6_B,L2a
blabla0713_5_B,L2a
blabla0713_3_A,mld
blabla0713_2_A,mld
blabla0713_5_A,mld
blabla0713_3_B,L1
blabla0713_2_B,L1
blublu9394_4_A,None
blublu9394_4_B,L
blublu9394_8_B,None
blublu9394_6_A,None
blublu9394_7_B,L
blublu9394_6_B,None
blublu9394_5_B,L
blublu9394_8_A,None
blublu9394_3_A,None
blublu9394_2_A,None
blublu9394_5_A,None
blublu9394_3_B,L
blublu9394_2_B,L
blublu9394_7_A,None
oo0108_4_A,mld
oo0108_1_A,mld
oo0108_4_B,CM
oo0108_3_A,mld
oo0108_1_B,L2b
oo0108_2_A,mld
oo0108_3_B,None
oo0108_2_B,L2b
glb5202_9,OV
glb5202_7,OV
glb5202_5,OV
glb5202_6,OV
yy0212_4_B,L2b
yy0212_5,CM
yy0212_6,L2a
yy0212_3_B,L2b
yy0212_2_B,CM
yg0616_4_A,None
yg0616_11_B,L2a
yg0616_4_B,CM
yg0616_8_B,L2a
yg0616_11_A,None
yg0616_6_A,None
yg0616_10_B,L2a
yg0616_7_B,CM
yg0616_6_B,CM
yg0616_5_B,CM
yg0616_8_A,None
yg0616_3_A,None
yg0616_10_A,None
yg0616_12_B,L
yg0616_9_B,L2a
yg0616_12_A,None
yg0616_9_A,None
yg0616_5_A,None
yg0616_3_B,None
yg0616_7_A,None
yy1617_4_A,mld
yy1617_1_A,None
yy1617_5_B,L2a
yy1617_3_A,mld
yy1617_1_B,None
yy1617_2_A,mld
yy1617_5_A,mld
yy1617_3_B,L2a
yy1617_2_B,L2a
blublu4142_1_A,mld
blublu4142_4_B,L2a
blublu4142_5_B,L2a
blublu4142_3_B,L2a
yy2728_4_A,L3
yy2728_1_A,L
yy2728_4_B,L2a
yy2728_6_A,L1
yy2728_7_B,CM
yy2728_5,L2b
yy2728_6_B,CM
yy2728_1_B,CM
yy2728_2_A,L3
yy2728_2_B,L2b
yy2728_7_A,L1
rr3334_4_A,mld
rr3334_3_A,mld
rr3334_1_B,L2b
rr3334_2_A,mld
rr3334_2_B,None
publu0717_4_A,mld
publu0717_11_B,None
publu0717_4_B,None
publu0717_8_B,None
publu0717_11_A,mld
publu0717_6_A,mld
publu0717_10_B,None
publu0717_7_B,L2b
publu0717_6_B,L2a
publu0717_5_B,None
publu0717_8_A,mld
publu0717_3_A,mld
publu0717_10_A,mld
publu0717_2_A,mld
publu0717_9_B,L2b
publu0717_9_A,mld
publu0717_5_A,mld
publu0717_3_B,L2b
publu0717_2_B,None
publu0717_7_A,mld
pupu0606_4_A,mld
pupu0606_1_A,mld
pupu0606_4_B,L3
pupu0606_3_A,mld
pupu0606_2_A,mld
pupu0606_3_B,L2a
pupu0606_2_B,L2a
gg0304_4_A,mld
gg0304_11_B,None
gg0304_4_B,L2b
gg0304_15_A,mld
gg0304_8_B,L3
gg0304_11_A,mld
gg0304_6_A,mld
gg0304_10_B,L3
gg0304_15_B,None
gg0304_6_B,L2b
gg0304_8_A,mld
gg0304_10_A,mld
gg0304_12_B,None
gg0304_9_B,L3
gg0304_12_A,mld
gg0304_9_A,mld
oo1920_4_A,mld
oo1920_4_B,CM
oo1920_6_A,None
oo1920_10_B,CM
oo1920_7_B,L3
oo1920_6_B,L2a
oo1920_5_B,CM
oo1920_3_A,mld
oo1920_10_A,mld
oo1920_2_A,mld
oo1920_9_B,CM
oo1920_9_A,mld
oo1920_5_A,mld
oo1920_3_B,CM
oo1920_2_B,CM
oo1920_7_A,mld
obla17102_10,OV
obla17102_2,OV
obla17102_9,OV
obla17102_7,OV
obla17102_8,OV
obla17102_5,OV
obla17102_6,OV
obla17102_4,OV
blugr1612_2,OV
blugr1612_3,OV
blugr1612_5,OV
blugr1612_4,OV
gg0116_4_A,mld
gg0116_1_A,mld
gg0116_3_A,mld
gg0116_2_A,mld
gg0116_5_A,mld
gr0965_2,OV
gr0965_7,OV
gr0965_3,OV
gr0965_5,OV
gr0965_1,OV
gr0965_6,OV
gr0965_4,OV
yy0203_4_A,CM
yy0203_4_B,L2b
yy0203_6_A,CM
yy0203_6_B,L2b
yy0203_5_B,L2b
yy0203_3_A,L2b
yy0203_2_A,CM
yy0203_5_A,CM
ww1211_4_A,None
ww1211_1_A,None
ww1211_4_B,L2b
ww1211_5_B,L2b
ww1211_3_A,None
ww1211_1_B,L2b
ww1211_2_A,None
ww1211_5_A,L3
ww1211_3_B,L2b
ww1211_2_B,L2b
rr1416_4_B,L2b
rr1416_5_B,L3
rr1416_1_B,L2b
rr1416_2_B,L2b
